Character,Line
Cartman,"God bless one, everyone!"
Kyle,"What are you doing, Cartman?"
Cartman,I'm just letting you know how special you are to me.
Cartman,"You guys, that's it!"
Kyle,What's it?
Cartman,Don't you see?
Cartman,This time of year we should be bringing Christmas to the less fortunate!
Cartman,Follow me!
Cartman,"You guys, come on!"
Cartman,Right now!
Cartman,...and here's some old toys that I don't need anymore.
Cartman,And here!
Cartman,Here's some Christmas cookies!
Cartman,And some holly and mistletoe!
Cartman,"Oh, this'll the happiest Christmas the Middle East has ever seen!"
Cartman,"Guys, get those lights down from the door."
Cartman,"We'll give them to the needy Iraqis, too."
Stan,"Cartman, why are you doing this?"
Cartman,"They don't have Christmas there, guys."
Cartman,We have to give it to them.
Kyle,That's a retarded idea that won't work.
Kyle,Why are you really doing this?
Kyle,Mr. Hankey!
Cartman,Oh I hate this stupid Christmas poo.
Cartman,"Hello, Mr. Hankey!"
Cartman,A Merry Christmas to you!
Kyle,Cartman is trying to bring Christmas to Iraq.
Cartman,The people of Iraq deserve a good Christmas just like everyone else.
Cartman,Really?
Kyle,But how are we gonna get to the North Pole?
Cartman,Wow!
Stan,"Wuh, that smells."
Kyle,Yeah.
Cartman,Get the rest of the stuff you guys!
Stan,"Uh, I don't really wanna get on there."
Kyle,Me neither.
Cartman,"You guys, we have to bring Christmas to those less fortunate!"
Cartman,Now come on!
Cartman,"Poo Poo Train is my favorite thing, spreading Christmas joy as we ride and sing!"
Kyle,"Dude, what the hell has gotten into Cartman?"
Stan,I don't know.
Stan,Awww!
Kyle,Finally!
Stan,"God, it took forever!"
Cartman,"Wow, is that where Santa lives?"
Kyle,Hey.
Kyle,Aren't you guys the underpants gnomes?
Cartman,"Oh, heh."
Cartman,Are the uh tabulations all closed up then?
Cartman,"Oh, that's so lame of them."
Cartman,"Well Santa, it's just that..."
Cartman,"I was thinking about the people in Iraq who are afraid that we might bomb them and I just thought, well, maybe it wouldn't hurt to send them a little bit of our Christmas spirit as well."
Cartman,That's what I thought.
Cartman,Hooray!
Kyle,"Wow, cool!"
Stan,"Hang on, Santa!"
Cartman,No!
Cartman,Santa Claus can't be dead.
Cartman,He...
Cartman,He can't.
Stan,Why would Iraqis do that?
Stan,Why?
Stan,Oh no.
Cartman,Well what are you gnomes sitting there for?!
Cartman,You have to go rescue him!
Cartman,Now I'm never gonna get my Haibo robot doll!
Kyle,Is that what this is all about?!
Kyle,You came up with this whole idea so you could get a stupid toy?
Cartman,It's not stupid!
Cartman,It's a toy that you can starve!
Cartman,"If you don't feed it, it dies."
Cartman,It's sooo cool.
Stan,"Well good going, asshole!"
Stan,"Thanks to you, there's not gonna be any Christmas, and there's no one left to help us!"
Cartman,"Oh, Christ."
Stan,"I hope so, or else Santa Claus is as good as dead."
Cartman,"Come on, gang, it's up to us to save Christmas!"
Kyle,"Uhhh, how d- how do we start this thing?"
Cartman,Oh yeah!
Cartman,"On Dasher, on Prancer, on Comet-"
Cartman,"Wow, look, you guys!"
Cartman,We're riding in Santa's sleigh!
Cartman,I'm riding in Santa's sleigh.
Cartman,So high above the trees at Christmastime.
Cartman,With candy-cane wishes and smiles-
Kyle,What are you doing?
Cartman,"I'm having a precious Christmastime moment, Kyle, if you don't mind."
Kyle,"Singing a Christmas song isn't gonna get you nice deductions, Cartman!"
Kyle,Don't forget: it's because of you that Santa's sleigh got shot down!
Cartman,"Hey, it isn't my fault that Iraqis are filled with hate!"
Kyle,All I'm saying is that it's gonna take a lot of singing to make up for that!
Cartman,"It's Christmas magic time, inside the sleigh, so high in the sky, eh with candy canes and chimney smiles, eh..."
Cartman,Jesus!
Stan,"Jesus, Santa's sleigh was shot down over Iraq!"
Kyle,We don't know.
Kyle,They lost all contact with him.
Cartman,This is Baghdad?
Cartman,"God, what a shithole!"
Cartman,"I mean, oh wow, these poor unfortunate people."
Stan,We're here.
Cartman,"This is such a magical Christmas adventure, you guys."
Kyle,"Jesus, behind you!"
Stan,"Dude, this is pretty fucked up right here."
Stan,Oh my God.
Stan,The Iraqis killed Jesus.
Kyle,You bastards.
Stan,"Uh, on Steven, on Fluffy, on Horace, on Chantel."
Stan,Uhh...
Kyle,"On Skippy, on Rainbow, on Patches, on Montel."
Cartman,"Look at me, I'm riding high in Santa's sleigh."
Cartman,It's Christmas special time for me-
Kyle,"Oh shut up, Cartman!"
Kyle,Your Sweet Christmas act isn't fooling anybody!
Cartman,"Eh, it's not an act, Kyle!"
Cartman,All I wanted was for these people to understand what Christmas means.
Stan,"RPG, four o'clock!"
Kyle,Mom!
Kyle,Dad!
Kyle,We rode on Santa's sleigh!
Stan,We brought Christmas to Iraq!
Stan,Wow!
Stan,"Look, you guys!"
Stan,Santa got us all Haibo dolls!
Cartman,"Oh, God-damnit!"
Kyle,"Cartman, I thought all you wanted was a Haibo doll!"
Cartman,"Yeah, but not if you guys have one, too!"
Cartman,Now it's worthless and gay!
Cartman,God-damnit I'll never try to be nice again!
Stan,"Well, all in all, I have to say this was a pretty special Christmas."
Stan,"Oh, hey Kenny."
Kyle,"Dude, where have you been?"
Kyle,Well come on!
Kyle,We gotta tell you what happened.
Kyle,I'm sure glad it's over with.
Stan,"Yeah, but I feel like things are finally back to normal."
Kyle,"Ah, damn it!"
Cartman,What?
Kyle,"My God-damned little brother's trying to follow me to school, again!"
Kyle,"No, Ike!"
Kyle,You can't come to school with me.
Cartman,Yeah!
Cartman,"Go home, you little dildo!"
Kyle,"Dude, for the last time, don't call my brother a dildo!"
Cartman,"Alright, go home, you little semen-puking asshole dickhead!"
Cartman,Ow!
Stan,"Dude, sweet!"
Kyle,Yeah.
Kyle,Check it out.
Kyle,Ready Ike?
Kyle,Kick the baby!
Kyle,Kick it!
Cartman,Uuugh.
Kyle,Whoa Cartman.
Kyle,Looks like you didn't get much sleep last night.
Cartman,That's because I was having these bogus nightmares all night long.
Kyle,Really?
Kyle,What about?
Cartman,"Well, I dreamt that I was lying in my bed…  in the dark."
Cartman,When all of a sudden this bright blue light filled the room .
Cartman,Then slowly my bedroom door begin to open  and the next thing I remember I was being drug through a hallway.
Cartman,Then these scary hands wanted to operate on me.
Cartman,And they had big heads and big black eyes…
Stan,Dude!
Stan,Visitors!
Kyle,Totally!
Cartman,What?
Stan,"That wasn't a dream Cartman, those were visitors!"
Cartman,"No, it was just a dream,  my mom said so."
Stan,Visitors are real.
Stan,They...
Stan,Wait a minute.
Stan,This has all happened before.
Kyle,Yeah.
Kyle,This does seem really familiar.
Cartman,What the Funk & Wagnalls are you talkin' about?
Kyle,"Cartman, don't you remember the last time you had this dream?"
Cartman,"Eh-ih... shut up you guys, you're just tryin' to scare me."
Stan,"No, dude, this happened before!"
Stan,Aliens put some device in you and then we tied you up to a tree and you went up on their ship!
Stan,You don't remember that?
Cartman,No I don't remember that!
Kyle,You don't?
Cartman,"No, because the aliens erased my memory!"
Stan,I remember this whole thing.
Stan,Ike tried to follow you to school.
Stan,"You kicked him, then Cartman told us about his alien dream."
Kyle,"Yeah, and then Chef pulled up in his car."
Kyle,And then you said
Stan,"What's gonna be for lunch today, Chef?"
Kyle,Weird
Stan,"Chef, we're in a repeat."
Kyle,Cartman was visited by aliens again last night.
Kyle,And now it's like we're living a repeat of a previous day.
Cartman,"Aw dude, I hate repeats!"
Stan,It all started when Cartman got an anal probe.
Kyle,"What is a proc-tologist, Chef?"
Stan,"You mean, at some point in this doctor's life he decided he wanted to work on people's buttholes."
Kyle,What a dick!
Kyle,Other than his monstrous size.
Cartman,"SHUT UP, KYLE!"
Cartman,SHUT YOUR GOD-DAMNED MOUTH!
Cartman,What?
Cartman,"Haha, very funny."
Stan,"Yeah, like we haven't heard that one a zillion times."
Cartman,"Heey, just what the hell do you think you're doing?"
Kyle,"And afterwards, he'll probably have to burn his hand and bury it."
Cartman,"Kyle, I swear, if I didn't have a guy's hand up my ass right now, I'd leap across the room and kick you in the nuts."
Cartman,Eh.
Cartman,Oohh.
Cartman,Eow.
Cartman,Eh- Aaaaah.
Cartman,Ooooo-ah.
Cartman,Uuuuu aaaaa.
Kyle,Are you okay?
Cartman,Dude.
Cartman,You know that feeling when you take a huuuge dump?
Cartman,Awesome!
Cartman,Aaaaaa aaaaaa ooagh!
Stan,You all right?
Cartman,You know the feeling when the huge dump you just took shoots back up inside your ass?
Cartman,"NO I""M NOT ALL RIGHT!"
Stan,"Where to now, Chef?"
Cartman,Ohhh no no nonono!
Cartman,Nobody is putting their finger in my ass again!
Cartman,Unless it's Kyle.
Stan,What?
Kyle,No way!
Kyle,"You do it, Kenny!"
Cartman,Nope!
Cartman,It has to be Kyle!
Stan,Go on.
Kyle,I'm not putting my finger up Cartman's butt!
Cartman,"Come, Kyle."
Cartman,Do hurry.
Cartman,"Go ahead, it won't bite."
Kyle,God-damnit Cartman!
Cartman,I couldn't resist.
Cartman,I'm sorry.
Kyle,Stop it Cartman!
Cartman,Okay.
Cartman,Okay okay.
Kyle,God Dammit!
Cartman,Haha.
Cartman,"Oh man, that was great."
Cartman,"Okay, go ahead."
Cartman,I'm all out of farts now.
Cartman,Gahaaa!
Cartman,Derrr!
Cartman,"Okaay, okay."
Cartman,It's not funny anymore.
Cartman,Oh yes it is!
Cartman,"Okay, okay."
Cartman,"Ohh, double psych!"
Kyle,That's it!
Kyle,I don't care about the fate of the world!
Kyle,Screw it!
Stan,"Oh, nice going, Cartman!"
Cartman,"All right, all right, I'm sorry."
Cartman,"Go ahead, Kyle."
Kyle,No!
Cartman,"No, go ahead."
Cartman,I'm dry.
Kyle,You're lying!
Cartman,But it was one of the best times I've ever had.
Cartman,Okay.
Cartman,Ohhh!
Cartman,God-dammit!
Cartman,This is so awesome.
Cartman,"I don't think I made it out of that proctologist's office, guys."
Cartman,I think I died and went to heaven.
Kyle,That does it!
Kyle,CHARGE!
Kyle,It's just sending images of cities and people and stuff.
Cartman,Ugh.
Cartman,"I don't wanna play anymore, you guys."
Kyle,We went through all that just for some gay video of Earth?
Stan,We wanted to see an alien planet or something.
Kyle,Candy bars?
Stan,What do we do??
Cartman,It's that guy you want!
Cartman,He's trying to reverse your polarities!
Kyle,Aaaah!
Kyle,Runrunruuun!
Stan,Let's go!
Stan,What is that?
Kyle,The aliens are chasing us!
Stan,Chef!
Stan,End of the road!
Cartman,"What are you doing, man?"
Kyle,I think we ditched them.
Stan,It's the police!
Cartman,When do we get to eat.
Cartman,I'm hungry.
Stan,Chef!
Stan,Uh.
Stan,Wugh.
Stan,You guys.
Stan,Wake up!
Kyle,What the?
Kyle,"Where are, where are we?"
Stan,We're in the alien ship.
Cartman,Ah.
Cartman,Uh!
Cartman,I'm trapped inside Helen Hunt's ass!
Cartman,"Oh God, help me you guys!"
Kyle,It's not Helen Hunt's ass.
Kyle,It's an alien space ship.
Cartman,"...Oh, thank God!"
Cartman,"Well then, thank you Lord."
Stan,Guys.
Stan,Look.
Stan,"My God, do you guys realize?"
Stan,This is only the second time we've ever been in outer space.
Kyle,Yeah.
Cartman,This is like my fifth time.
Stan,Uh oh.
Stan,This must be the head alien guy.
Stan,Dad?
Kyle,"Aw dude, don't do that."
Kyle,That's gay.
Stan,"Yeah, that's like that stupid movie, Contact."
Cartman,"Aw God, that movie pissed me off."
Stan,"Okay okay, take the form of something else!"
Cartman,Santa!
Stan,"Nno, that's stupid too."
Cartman,"Oooo, very nice."
Stan,No!
Kyle,No!
Cartman,"How about a taco, that craps ice cream?"
Cartman,Guys?
Stan,I like it.
Stan,"You mean, the thing in Cartman's ass?"
Kyle,Why do you put them into people's asses?
Kyle,Are you planning some kind of alien takeover?
Stan,Television?
Kyle,Earth?
Stan,Our planet is just a reality-TV show?
Kyle,You mean that you aliens actually enjoy sitting around and watching us fight and kill each other?
Kyle,"Dude, that's messed up."
Stan,Why??
Stan,Because you're playing with people's lives!
Stan,You're turning people's problems into entertainment!
Cartman,Yeah!
Cartman,We'd never do that on Earth!
Kyle,What??
Kyle,Who cancelled us?
Stan,"Oh shit, did we do that?"
Stan,Wait!
Stan,"Wait, they they can't do this!"
Stan,"Uh, let us talk to the network heads!"
Kyle,"Dude, we have to try!"
Stan,"Please, take us to them!"
Stan,Please!
Stan,"Oh, uh... we have a three o'clock meeting with the network heads?"
Stan,"Uh, Earth?"
Kyle,"Mighty powerful network executives,"
Stan,"Look, we just want to talk to you about the show."
Kyle,Please don't cancel us.
Kyle,Please.
Stan,"But sirs, we think our show is just getting good."
Stan,"I mean, we're just now starting to see people get really pissed off at each other."
Kyle,"Oh my God, this is great!"
Cartman,Tell us about it!
Stan,"Look, there's five billion people on our show."
Stan,You just can't up and cancel on us.
Stan,"Dude, we're trying to save our planet here?"
Stan,"Sirs, uh, if you'll just let-"
Kyle,Kenny!
Stan,"Dude, I have no idea what we're seeing right now, but I have a feeling it's really, really wrong."
Cartman,No.
Stan,"No, wait."
Stan,"We won't tell anybody, if you don't cancel our show!"
Kyle,The Earth show can still be good.
Kyle,Just erase everyone's memory so we don't know we're a show.
Stan,"I'm sure you'll see that if you give our world time, it will become even more outrageous and violent."
Cartman,There's even World War Three to look forward to.
Kyle,And then we won't have to show anybody the picture Kenny has of you guys sucking each other's jagons.
Cartman,Uuugh.
Kyle,Whoa Cartman.
Kyle,Looks like you didn't get much sleep last night.
Cartman,That's because I was having these bogus nightmares all night long.
Kyle,What the hell is that?
